OLIMPICA VILLACENTRO VILLAVICENCIO;CCOMERCIAL VILLAVICENCIO;5923439;COLOMBIA;META;VILLAVICENCIO
OLIMPICA VILLACENTRO VILLAVICENCIO;CCOMERCIAL VILLAVICENCIO;5923439;;META;VILLAVICENCIO
CACHARRERIA CASTA´O;CL 6 7 66;5923439;COLOMBIA;META;PUERTO LOPEZ
CACHARRERIA CASTAðO;CL 6 7 66;5923439;;META;PUERTO LOPEZ
DROGAS LA SABANA;CL 9 20 04;5923439;COLOMBIA;CASANARE;YOPAL
DROGUERIA SU SALUD;CRA 19 10 02;5923439;COLOMBIA;CASANARE;YOPAL
CASA COMERCIAL EL PASAJE;CRA 30A 37 89;5923439;COLOMBIA;META;VILLAVICENCIO
CHARCUTERIA SANTA BARBARA;CRA  9 106 06;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CIGARRERIA NAPOLES;CL 59 35 10;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DELIKATESSEN SANTA BARBARA;AV 15 118 10;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CIGARRERIA ROYAL NO. 2;CL 95 32 06;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CIGARRERIA MAGDALA;CL 159 35 11;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CIGARRERIA ROYAL NO. 1;CL 116 13 46;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DELI FAST CIGARRERIA LICORES NO. 1;CL 159 37 51;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
OLIMPICA ECHEVERRY PLAZA;TR 64A 26 50;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
OLIMPICA ECHEVERRY PLAZA;TR 64A 26 50;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
OLIMPICA ECHEVERRY PLAZA;TR 64A 26 50;5923439;;BOGOTA D.C.;BOGOTA
DROGAMAR LTDA;CRA 89 30 D 37;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA SOL Y VIDA;CRA  31 107 19;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA BONANZA;CL 32A  84 18;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA DIURNA Y NOCTURNA;CR 31 A 71 A 22;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA OLAYA;CRA 23 14 65;5923439;COLOMBIA;CALDAS;MANIZALES
CASA COMERCIAL EL AMIGO;CRA 43 47 20;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
CASA COMERCIAL EUROPA;CRA  45 69 173;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
SUPERMERCADO EL VIEJO PARIS PARQUE INDUSTRIAL;CRA  5 62 C 57 SECTOR E;5923439;COLOMBIA;RISARALDA;PEREIRA
UNIMERCADOS CR 7;CL 5 6 24;5923439;COLOMBIA;CUNDINAMARCA;VILLETA
UNIMERCADOS CR 7;CL 5 6 24;5923439;COLOMBIA;CUNDINAMARCA;VILLETA
INVERSIONES Y SERVICIOS ALIMENTICIOS S.A.;TRONCAL DEL CARIBE KM 7 VIA GAIRA;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
FAMILOP DROGUERIAS 2;CRA 54 67A 85;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGUERIA FARMATEL;CL 116 19 A 30 LC 1;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CAFAM QUIRINAL;CL 61 43 40;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CAFAM QUIRINAL;CL 61 43 40;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
TINVERLOB;CRA 19 79 A 19 OFC 203;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGAS FRANCOOP;CRA 54 46 44;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
PAPELERIA Y FOTOCOPIADORA DE LA 14;CRA 14 22 40;5923439;COLOMBIA;QUINDIO;ARMENIA
PAPELERIA Y FOTOCOPIADORA DE LA 14;CRA 14 22 40;5923439;COLOMBIA;QUINDIO;ARMENIA
MULTISERVICIOS CEL;CL 69 SUR  44 02;5923439;COLOMBIA;ANTIOQUIA;SABANETA
MULTISERVICIOS SOLARTE E U;CL 18 20 A 05;5923439;COLOMBIA;NARINO;PASTO
MULTISERVICIOS SOLARTE E U;CL 18 20 A 05;5923439;COLOMBIA;NARINO;PASTO
OLIMPICA AEH MAZUREN;TRV 40 150 46;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
OLIMPICA AEH MODELO;CL 69 44 20;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
OLIMPICA AEH MODELO;CL 69 44 20;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
OLIMPICA AEH MODELO;CL 69 44 20;5923439;;BOGOTA D.C.;BOGOTA
OLIMPICA AEH CHICO 2;CR 15 97 25;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CARREFOUR HAYUELOS;CR 84 26 50;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CARREFOUR CRA 30;CRA 30 18 10;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CARREFOUR CLL 170;CLL 170 64 47;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CARREFOUR VALLE DE LILI;CR 98 16 50;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
CARREFOUR APOLO;CR 50 2SUR 189;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA SERVI ELITE;CRA  52 55 107;5923439;COLOMBIA;ANTIOQUIA;BELLO
DROGUERIA ZODIACO;CL 113 72 A 54;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
MOVIYET;CL 7 1 79;5923439;COLOMBIA;VALLE DEL CAUCA;TORO
CARREFOUR 20 DE JULIO;CR 10A 30B 20 S;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DISTRIBUCIONES LA DECIMA;CRA 10 8 09;5923439;COLOMBIA;HUILA;GARZON
CAFAM QUIRIGUA;TR 92 A 82 00;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CAFAM QUIRIGUA;TR 92 A 82 00;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CAFETERIA Y REST  PARROQUIAL SAN JOAQUIN;CRA 69 42 15;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
CARREFOUR CLL 80;CL 81 68 50;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CARREFOUR LAS VEGAS;CR 48 19SUR 29;5923439;COLOMBIA;ANTIOQUIA;ENVIGADO
COMPRAVENTA JOYERIA LA FORTUNA;DG 22 T 29 01;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGUERIA AZUCENA;CL 107 51 A 17;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGAS DROESPECIAL;CR 5 11 39;5923439;COLOMBIA;CUNDINAMARCA;COTA
DROGUERIA GRECO;AV DORADO 69C 03 LC 111;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
LILITEL TELECOMUNICACIONES COM;CRA 49 A BIS 20 21 SUR;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
COMUNIKTEL MUNDO EXCURSIONES Y VIAJES SEARS TOUR;CL 53 28 06;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGUERIA Y VARIEDADES JUAN PABLO II;CRA 70 14 05;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
FARMACIA BLANCA;CL 53 46 18;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
POCAJUNTAS NO. 1;CRA 52 42 60;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
LIBRERIA PAPELERIA Y CACHARRERIA SAN BERNARDO;CRA  76 22 02;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
CONFIDROGAS 4;CRA  49 45 02;5923439;COLOMBIA;ANTIOQUIA;ITAGUI
RAPITIENDA SAVI;CRA  43 A 28 SUR 09;5923439;COLOMBIA;ANTIOQUIA;ENVIGADO
DROGAS CESARFARMA;CRA  30 25 163;5923439;COLOMBIA;ATLANTICO;SOLEDAD
AP ML COMFANDI JAMUNDI;CL 11 13 21;5923439;COLOMBIA;VALLE DEL CAUCA;JAMUNDI
AP ML COMFANDI GUADALUPE;CL 10 56 05;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
AP ML COMFANDI GUADALUPE;CL 10 56 05;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
AUTOLLAVES;CL 50 80 65 67;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
AUTOLLAVES;CL 50 80 65 67;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
OLIMPICA GTECH MULTICENTRO ESTRELLA;CRA 23 NO 59 70 EL CABLE;5923439;COLOMBIA;CALDAS;MANIZALES
OLIMPICA GTECH CENTRO;CR 21 17 35;5923439;COLOMBIA;CALDAS;MANIZALES
OLIMPICA GTECH CENTRO;CR 21 17 35;5923439;COLOMBIA;CALDAS;MANIZALES
OLIMPICA GTECH CENTRO;CR 21 17 35;5923439;;CALDAS;MANIZALES
OLIMPICA CALLE 50;CL 50 23 01;5923439;COLOMBIA;CALDAS;MANIZALES
OLIMPICA CALLE 50;CL 50 23 01;5923439;COLOMBIA;CALDAS;MANIZALES
OLIMPICA CALLE 50;CL 50 23 01;5923439;;CALDAS;MANIZALES
OLIMPICA GTECH  PEREIRA;AV 30 DE AGOSTO 36 10;5923439;COLOMBIA;RISARALDA;PEREIRA
OLIMPICA GTECH;CR 16 36 98;5923439;COLOMBIA;RISARALDA;DOS QUEBRADAS
OLIMPICA GTECH;CR 16 36 98;5923439;COLOMBIA;RISARALDA;DOS QUEBRADAS
OLIMPICA GTECH;CR 16 36 98;5923439;;RISARALDA;DOS QUEBRADAS
DROG. Y CEN.MED. PROBIENESTAR;DG 70A 25B 07;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROG. Y CEN.MED. PROBIENESTAR;DG 70A 25B 07;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGUERIA  VILLACOLOMBIA ¯ 1;CL 52 12A 54;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGAS BOSTON PLAZA;CL 56A 39 02;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
EL CORAL BLANCO;CRA 82 D 20 30;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
EL CORAL BLANCO;CRA 82 D 20 30;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
REST. RANCHO CARIBENO Y.M.;CRA  8B 5 315;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
FOOD MART MARBELLA LTDA;URB MARBELLA MZ 10;5923439;COLOMBIA;BOLIVAR;CARTAGENA
SUPER DROGAS HABIB;CRA 49 C 79 225 LC 3;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
TIEN.PANADERIA. BRISAS DEL NORTE;CL 86 73 219;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
COMPRAVENTA SUPER PRESTAMO DE MALAMBO;CL 10 12 05;5923439;COLOMBIA;ATLANTICO;MALAMBO
COMPRAVENTA LAS PALMAS;CL 20 CRA 22 ESQ;5923439;COLOMBIA;MAGDALENA;CIENAGA
AGENCIA DE LOTERIA ALEJO;CL 51 50 58;5923439;COLOMBIA;ANTIOQUIA;BELLO
DROGUERIA Y PERFUMERIA SAN BARTOLOME;CL 78 B 3 06;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
CIGARRERIA ROYAL;DG 127A 17 78;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CIGARRERIA NAVARRA;AV 19 106 42 LC 1;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGUERIA VILLAS DE TONOLI;CRA 73 40 87 SUR;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGAS ALEJANDRA Q R;CL 8 50 09;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
OSC COMUNICACIONES;CRA 45 22 B 86 LC 101;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGAS INGRUMA W J;CRA  62 83 30 LC  83 14;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CHARCUTERIA LOS ANDES;CL 97 45 20;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CELLCITY LTDA;CL 122 18 17;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CELLCITY LTDA;CL 122 18 17;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CAFAM AEL FONTIBON;CR 99 25 A 17;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CAFAM AEL FONTIBON;CR 99 25 A 17;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
SUPERDROGUERIA BOTICA DE LA 38;CRA 38 71 68 LC 1;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
MISCELANEOS EL 102;CL 46 53 10;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
CLUB GANADERO PASADENA;CL 106 51 07;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
PAPELES Y SUMINISTROS DE LA 71;CL 71 5 23 LC 101;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
SUPER DROGAS LOS MARACOS;CL 24 13 47;5923439;COLOMBIA;META;VILLAVICENCIO
JOYERIA Y COMPRAVENTA DIANA FLORESTA;CL 33 A 17 C 61;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
JOYERIA  DIANA VALLEGRANDE;CRA  24 L 85 03;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
JOYERIA  DIANA VALLEGRANDE;CRA  24 L 85 03;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
JOYERIA  DIANA PAMPALINDA;CL 5 61 30 LC 4;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
JOYERIA DIANA LIMONAR;CL 10 65 A 79 LC 8;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
GANAN EN TODO SAN ANTONIO;CL 46 50 27 LC 10;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
JOYERIA Y COMPRAVENTA DIANA UNICO;CRA 4 C 52 A 01 LC 64 B;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
JOYERIA Y COMPRAVENTA DIANA CENTRO;CL 15 6 15;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
MAXI SERVICIOS XAIVERMAN;CL 72 C 4 C N 09;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
MAXI SERVICIOS XAIVERMAN;CL 72 C 4 C N 09;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
MAXI SERVICIOS XAIVERMAN;CL 72 C 4 C N 09;5923439;;VALLE DEL CAUCA;CALI
SUPERPHARMA MELGAR 2;CR 26 5 82;5923439;COLOMBIA;TOLIMA;MELGAR
MINIMERCADO SOBERANO;CRA 5 6A 32;5923439;COLOMBIA;NORTE DE SANTANDER;PAMPLONA
TENOPOLIS-BOX;CRA  30 13 A 10;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
ESPINOSA DUARTE MELISA LUCIA;CRA  10 13 17;5923439;COLOMBIA;SANTANDER;SAN GIL
DROGUERIA Y VARIEDADES MUNDOFARMA;CRA  41 39 85;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
MUNDO NET PHONE;CL 62 1F 06;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
COMUNI. SIST. Y COMERC. COSISCO LTDA;CRA 20  59 12;5923439;COLOMBIA;SANTANDER;FLORIDABLANCA
VIDEO EL PRADO;CR 38 37 80;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
MISCELANEA Y CACHARRERIA ROEL;CL 48 26 10 12;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
DROGUERIA Y PERFUMERIA ECONOMICA;PLAZA SATELITE DEL SUR LC  10 13;5923439;COLOMBIA;SANTANDER;FLORIDABLANCA
LICORERIA  LOS BALCONES EL RODADERO;CRA  22  8 15;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
JAIMES LAZARO HERMANOS & COMPANIA LIMITADA;CL 15 0 03;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
DROGUERIA EXITO;AV 5 14 05;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
VARIEDADES CRISMARY;AV 3E 1AN  23;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
DROGAS PARIS;CL 13 2 85;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
FERRETERIA LAS PULGAS;DG 5 7G 03;5923439;COLOMBIA;LA GUAJIRA;URIBIA
TIGER MARKET RUITOQUE;AUT FLORIDABLANCA  205 10;5923439;COLOMBIA;SANTANDER;FLORIDABLANCA
MISCELANEA JUCA Z;CL 32 30 03;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
MISC. Y FOTOC. GRAFELO EXPRESS;CL 35 12 40 LC 1;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
CAFETERIA EL PORTICO;CL 35 19 41 LC 123;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
ALMACEN CASITODOS;CL 34 83C 12;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
LILITEL COMUNICACIONES.COM LG;CL 57 A 79 B 17 SUR;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
PAPELERIA MAGIA DE COLORES;AV ESPERANZA 69 22;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
PALACE COMUNICACIONES;CL 10 9 50;5923439;COLOMBIA;VALLE DEL CAUCA;JAMUNDI
FERRETERIA DON DANNY;CRA  12 55 43;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
FERRETERIA DON DANNY;CRA  12 55 43;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
ESTACION MOBIL JUNIN;TR 54 CL 21 ESQ AV BUENOS AIRES;5923439;COLOMBIA;BOLIVAR;CARTAGENA
LITOGRAFIA AMERICANA LTDA;TR  71 31 A 16 LC 3;5923439;COLOMBIA;BOLIVAR;CARTAGENA
DROGUERIA LA CREACION;CL 29 40 36;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
SALA VIRTUAL PCJ;CRA 16 56 A  00;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
AUTOSERVICIO LA SALLE;CRA 42B 93 09;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA MATECA´A;CRA 74 91 20;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA MATECAðA;CRA 74 91 20;5923439;;ANTIOQUIA;MEDELLIN
DROGUERIA VILLA DEL LAGO;CRA 25 C D 70 A 81;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGUERIA VILLA DEL LAGO;CRA 25 C D 70 A 81;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGUERIA SOCIAL ¯ 28;CR 24 52 66;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGUERIA SOCIAL # 28;CR 24 52 66;5923439;;BOGOTA D.C.;BOGOTA
DROGUERIA SOCIAL No 29;CR 10 17 27;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
SUPERINTER JAMUNDI;CRA 10 17 21;5923439;COLOMBIA;VALLE DEL CAUCA;JAMUNDI
CIGARRERIA NAVARRA NO. 2;CL 148 54C 69;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
MERCADITOS EL MANA;CL 39 SUR 29 B 11;5923439;COLOMBIA;ANTIOQUIA;ENVIGADO
DISTRI DROGAS LA 22;CL 22 9 24;5923439;COLOMBIA;CAUCA;POPAYAN
DISTRI DROGAS LA 22;CL 22 9 24;5923439;COLOMBIA;CAUCA;POPAYAN
INTELECTRICOS E.R;CRA  11 68 33;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
S.A. COMUNICACIONES Y SERVICIOS DE SAN VICENTE E.U;CRA 10 6 80;5923439;COLOMBIA;SANTANDER;SAN VICENTE DE CHUCU
INTER CHAT;CL 105 21 A 70;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
TELEFONIA JUNHINELT.COM;CL 8 3 60;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
TELEFONIA JUNHINELT.COM;CL 8 3 60;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
DROGUERIA  ARNOLD;CRA 106 70 F 91;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
MINIMERCADO LAS GRANJAS NO. 1;CRA 42 B 89 A 18;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
VARIEDADES NATUCHA;CRA 37 70 73;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
ESTACION DE SERVICIO EL GRANDE;CRA 39 32 A 10;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
ESTACION DE SERVICIO EL GRANDE;CRA 39 32 A 10;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGAS MI FARMACIA R D;CR 68 I 39 H 40 S;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
S.I.N. SERVICIO INMEDIATO NACIONAL;CRA  10 7 33;5923439;COLOMBIA;HUILA;GARZON
SUPERMERCADO AUTOSERVICIO EL RENDIDOR;CL 123 25 B 08;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
ESTACION DE SERVICIO EL DIAMANTE;CRA 29 39 A 35;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
ESTACION DE SERVICIO EL DIAMANTE;CRA 29 39 A 35;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGAS SMART N. 4;DG 74 B 32 06;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
VEA Y LEA;CL 52 47 42 LC 201 A;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA LA SEPTIMA DE GARZON;CL 7 9 58;5923439;COLOMBIA;HUILA;GARZON
ONLYNET SABANETA;CRA 46B 77A SUR 23;5923439;COLOMBIA;ANTIOQUIA;SABANETA
AQUI ES PEDROLO;CRA 31 45 2;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA LA PRIMERA SALUD;CL 45 G 15 D 06;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA MISTER;CL 63 58E 114;5923439;COLOMBIA;ANTIOQUIA;ITAGUI
DROGUERIA LA COLONIA;CL 40 SUR 27 A 08;5923439;COLOMBIA;ANTIOQUIA;ENVIGADO
DROGUERIA SU SALUD ADELANTE;CRA 9 27 15;5923439;COLOMBIA;ANTIOQUIA;ITAGUI
FARMACIA DONOTO;CL 37 B 84 12;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA MOLINO;CRA 84 35 06;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DISTRIBUIDORA MILCELL;CRA  39 A 66 C 17;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
CARREFOUR SOACHA CENTRO DE RECAUDO;CR 7 32 35;5923439;COLOMBIA;CUNDINAMARCA;SOACHA
COMPRAVENTA CA´AVERAL STA MTA;TR  9 29 H 2 104 LC 12;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
COMPRAVENTA CAðAVERAL STA MTA;TR  9 29 H 2 104 LC 12;5923439;;MAGDALENA;SANTA MARTA
COMPRAVENTA 11 CON 11;CR 11 11 12;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
COMPRAVENTA MAX MONEY;CL 30 74 04;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
EL OASIS PARAISO;CRA  68 78 67;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
MISCELANEA Y DROGUERIA BRESCIA;CON SAN JUAN BL 8 APT 1 B;5923439;COLOMBIA;BOLIVAR;CARTAGENA
MASALUD LA 31;CL 31 44 A 25;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA LORETO;CRA 31 BB 32 AA 16;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGAS LA 80;CRA 80 53 A 10;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
TIENDA MIXTA LA MEJOR ESQUINA DEL SABOR;CRA  77 42 02;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
MERCADO GALILEA;CL 39 B SUR 29 36;5923439;COLOMBIA;ANTIOQUIA;ENVIGADO
DROGUERIA TORRE FUERTE EU;CRA  82 53 AC 7;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
SANA SANA DROGUERIA;CRA 26 P 122 96;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
DROGUERIA CASTANO NO. 1 PEREIRA;CRA 7 16  04;5923439;COLOMBIA;RISARALDA;PEREIRA
DROGUERIA CAFAM ZIPAQUIRA VIRREYES;CL 4 6 39;5923439;COLOMBIA;CUNDINAMARCA;ZIPAQUIRA
DROGUERIA CAFAM ZIPAQUIRA VIRREYES;CL 4 6 39;5923439;COLOMBIA;CUNDINAMARCA;ZIPAQUIRA
DROGUERIA CAFAM UBATE;CR 4 5 34;5923439;COLOMBIA;CUNDINAMARCA;UBATE
DROGUERIZ CAFAM CAQUEZA;CL 2 4 11;5923439;COLOMBIA;CUNDINAMARCA;CAQUEZA
DROGUERIA CAFAM CHIA;AV PRADILLA 5 92 LC 30;5923439;COLOMBIA;CUNDINAMARCA;CHIA
DROGUERIA CAFAM CHIA;AV PRADILLA 5 92 LC 30;5923439;COLOMBIA;CUNDINAMARCA;CHIA
MUNDO CELULAR;AV 4 CL 9 CC EL PALACIO LC 5;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
PAPELERIA Y MISCELANEA CHOCOITA;CRA 26 29 25;5923439;COLOMBIA;SANTANDER;GIRON
A 2001 A REPRESENTACIONES 2;AV 5 11 39 LC 14;5923439;COLOMBIA;NORTE DE SANTANDER;CUCUTA
UNIVERSO INTERNET;CL 65 2 AW 19;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
SPECNET.WEB.SOLUTION;SEC D T 8 APTO 101 A;5923439;COLOMBIA;SANTANDER;FLORIDABLANCA
PAPELERIA MAYUTEL;CL 21 22 07;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
DROGUERIA SUPEREBAJAS J B C;CL 163 62 35;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
ELIPHARMA EXPRESS;CRA 75 23A 43;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
EFICOPIAS;CL 36 16 20 LC 8A;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
COMPRA VENTA CALIFORNIA;CRA  15 2 40;5923439;COLOMBIA;MAGDALENA;PLATO
ALKOSTO KAFETERO;AV LAS AMERICAS 46 03;5923439;COLOMBIA;RISARALDA;PEREIRA
CABINAS TELNET;CL 1 SUR 53 6;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
MULTISERVICIOS LA NUEVA SOLUCION;CRA 4 6 20;5923439;COLOMBIA;MAGDALENA;EL BANCO
INVERSIONES ROCERO - LA CIMA;CL 69 35 52 LC 1;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
CARREFOUR SUBA CENTRO DE RECAUDO 2;CL 146 A 106 20;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DISTRILOTERIAS AGUACHICA;CRA 17 4 33;5923439;COLOMBIA;CESAR;AGUACHICA
COMISIONES LOS DELFINES;CRA 2 8 67 LC 7;5923439;COLOMBIA;BOLIVAR;CARTAGENA
CARREFOUR TINTALITO CENTRO DE RECAUDO;CR 86 B 42 B 54 SUR;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
FATEL & COMPA´IA LTDA;CL 165 7 39 BL 8 IN 1 LC 103;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
FATEL & COMPAðIA LTDAJ E;CL 165 7 39 BL 8 IN 1 LC 103;5923439;;BOGOTA D.C.;BOGOTA
